userName,score,at,content,type
Sattar Maulana,5,2/28/2024 22:00,"Game yang benar-benar bagus!, story menarik grafik bagus dan gameplay nya yang seru!, i love this game🔥",Positif
Tabita Kaban,5,3/13/2024 13:29,Bagus pelitnya sama kayak geshin tapi its oke soalnya ini tahan sampai 6 bulan,Positif
Elycia Kimberly,5,3/17/2024 4:18,Game ini membuat ku ketagihan untuk bermainnya 😭😭 walau mengunduh data nya lama tapi yg penting cakep,Positif
CorsairSencho,5,2/6/2024 1:10,"Dear Hoyoverse saya ingin mengajukan masalah yg Saya temukan yaitu beberapa adegan cutscene dalam story banyak mengalami patah-patah Yang mengganggu kenikmatan dalam menonton cutscene tersebut . untuk info aja saya menggunakan hp infinix note 12i 2022 Chipset G85 Ram 6GB ROM 128GB , Dan Masalah Ini Bukan Cuma Saya Yang kena Jadi Mohon Untuk Lebih Di Optimalkan Lagi Cutscenenya Dan Ya Cuma Itu Aja Sih pengajuan saya selebihnya udah Mantap kok hehehe 😄",Positif
AhoyRil28,5,3/2/2024 12:55,"Gamenya Ga Ngantuk, Ga Kikir, Dialog Ga Panjang Kek Game Sebelah. Yang Paling Penting Ada Gepard Dan Silver Wolf Yahahahahahahahahah",Positif
Yui_2003av Yuiav,5,2/5/2024 22:58,Game ini sangat enak untuk dimainkan dan menghilangkan stress atau bosan dan memiliki grafik yang begitu bagus,Positif
BigbossAdi Adi,1,1/22/2024 16:48,"Game pay to win, lama kelamaan eventnya terlalu susah untuk sebagian player. Walaupun banyak hadiah, tidak menjamin bisa menyelesaikan stage secara cepat, game ini tidak memerlukan skill seperti genshin impact namun lebih ke memerlukan uang agar anda bisa membuild karakter dengan damage yang fantastis, karakter B5 E0 di game ini hanyalah pajangan, lama kelamaan game ini juga membosankan, terimakasih bansos dan pengalaman bermain yang diberikan, waktunya hapus dan menunggu zenless zone zero",Negatif
Vito,1,3/7/2024 9:19,"Size game terlalu besar buat game tipe turn based, buat yg mau tau sizenya brp, full size gamenya 19 gb buat sekarang ini, dan pastinya bakal bertambah terus kedepannya",Negatif
xie,4,1/30/2024 15:26,"bagus pengen kasih bintang 5 tapi aku kesel sama ni game itu musuh yang kumbang susah banget mana distrory lagi kalo cuma bos buat material mah gapapa, tolong dinerf lah itu kumbang aku ngestuck disitu",Positif
Mi Lort,5,2/6/2024 2:34,"Trailblaze Power cuma 180, sedangkan untuk nyari relic 40, boss material 30, belum lagi dapetnya random stats. Costnya terlalu tinggi untuk sebuah relic....",Positif
Mitsuba- San!,4,12/21/2023 13:05,"Emm sebenarnya game nya bagus , storynya , karakter nya bagus semua ,cuma pas saya main sering bug tempatnya dan karakternya,jadi saya kasih bintang 4 dulu ,dan tolong perbaiki bugnya yaa🙏🙏",Positif
Yulia Minervastia,5,1/24/2024 9:57,"Kalau cutscene berat di HP, tp masih bisa dinikmati lah kalau daily. Buat yg udh kerja ini game yg cukup santai karena bisa jalan auto",Positif
Anissa Shafarillah,3,12/28/2023 2:27,"Semenjak update patch terbaru ini, jaringannya jadi nggak stabil. Sering hilang koneksi padahal sinyal wifi di rumah saya lagi lancar.",Netral
Ihsan Aminulloh,5,3/11/2024 19:33,"Game nya bagus,lebih banyak hadiah dan ringan/lancar ketimbang genshin impact",Positif
Hu Tao,5,12/27/2023 5:34,"Gamenya seru dan menyenangkan banget, segi cerita dan action nya dapat bange. Keren lah pokoknya. Dan berharap saya bisa memainkan game ini di hp yang baru yang lebih suport lagi agar bisa menikmati game ini. Karena di hp saya ini masih belum support dan masih ngeleg ngeleg, yah semoga aja bisa kesampaian Aamiin. ( Akhirnya saya sudah ganti Handphone, dan juga akhirnya saya bisa memainkan game ini lagi, Alhamdulillah. )",Positif
abid putra,5,1/3/2024 8:57,"mohon untuk pihak developer yang terhormat, mengapa saat saya memainkan game ini dan memulai pertarungan di pertengahan ni game nge crash sendiri? padahal waktu saya main genshin aman aja tu, semoga segera di perbaiki karena crush secara tiba tiba ini menganggu gameplay dan kenyamanan bermain player",Positif
Rafi San,5,2/3/2024 12:38,Sempurna hanya saja saat ada cutscene masih lag di hp saya dan itu cukup mengganggu terutama di cutscene memorable menururt saya...mohon untuk jaringan diperlancar🙏🏻,Positif
Diomira Claretta,5,1/16/2024 6:00,Salah satu game favorit akuu yang punya grafik dan karakter-karakter yang cantik dan ga ngebosenin. Udah jumpa teman-teman baru juga disini pokoknya senang mainnya,Positif
Zhanmiex,5,12/7/2023 14:13,"Saya berawal main game ini hanya karena ini sequel dari HI3, tapi semakin saya tekuni game ini saya makin tertarik. Apalagi saya merasakan nostalgia bertemu karakter-karakter lama dari HI3 dan tentu saja dengan design baru. Game ini juga membuat genre turn base RPG jadi lebih asik dimainkan. Mantap dah Hoyoverse 👏💯",Positif
R Kensa,2,2/6/2024 4:38,Setelah update patch 2.0 kok map penacony jadi frezee putih semua wajah character menjadi blur tolong segera diatasi,Negatif
Wesley Gaming,1,2/10/2024 9:20,"Langsung gw hapus , gatau kenapa Udh daftar pas mau login error jaringan mlu Padahal gw main game lain kayak PGR/NIKKE ITU LANCARRRRR",Negatif
Mika Arly,3,2/8/2024 18:15,"Game menarik dan menyenangkan, namun setelah update terbaru sering terjadi force close pada device saya (s23 fe)",Netral
7G_JavierZufar Byakta,5,2/17/2024 7:46,"Gamenya bagus grafik juga bagus,tapi lodingnya lama sama biasanya keluar sendiri😭",Positif
Chuuunibyo xXx,2,2/8/2024 12:07,Masih banyak bug di map penacony sampai harus re log setiap beberapa menit,Negatif
Nihat,3,2/9/2024 2:54,Terjadi Bug saat mengerjakan misi dr Edwards Yaitu layar Ngefrezee padahal jika mengerjakan misi lain Lancar lancar saja,Netral
Khefin Firmansah,5,2/9/2024 4:26,"Seruuu parah pokonya,bansos nya nggak pelit,Dan kemarin dapet B5 Gratis lagi behhh!! Event2 banyak bange,Story 10/10 sih pokonya keren",Positif
Riski Adha Nursalim,5,2/9/2024 7:00,Masalah dari dulu belum diperbaiki masih ngeframe saat di cutscenenya,Positif
Fakhri Zakariya,2,2/6/2024 4:24,Kok setelah di update jadi selalu forse close padahal sebelum di update lancar lancar aja,Negatif
Hamdur,5,2/7/2024 11:20,"Gamenya bagus, tapi kenapa sekarang tiba-tiba pas mau masuk kedalam battle suka force close ya?",Positif
Muhammad Alvin,5,2/12/2024 11:31,Seru banget.Tapi pls kalau update lagi download datanya di dalam gamenya aja masalahnya wifiku spek kukang 🫠,Positif
Firdaus Nur Rahmat,5,2/6/2024 4:31,"Sering fps drop sih di bagian cutscene, mungkin device ku yang mepet kali yak wkwkwkwk",Positif
Muhammad fadel adilla,4,2/6/2024 11:35,"Gagal dapet kafka jadi bintang 🌟 4, buat yang bilang suka fc dan lag, itu karena hp lu ga kuat, jadi ngaca lah ya",Positif
andhika,1,2/8/2024 7:02,"Apaan cobak baru login setelah pensi ehh pas gacha 10× pake tiket, stella ama sisa tiket ku ilang yg awalnya stella ku ada 1000 lebih jadi ratusan dan tiket ku yg ada 12 malah hikang semua jadi 0",Negatif
Santi Rahmawati,2,2/20/2024 0:49,"Bintang dua dulu aja, aku ngak tahu ini aku baru pertama kali main atau loadingnya lama banget ya?? Dari semalem loh, Nanti kalo dah bisa main aku naikin lagi rantingnya, makasih",Negatif
Skillyan Cancer,1,2/11/2024 17:35,"Tolong diperbaiki, setelah update sering mengalami force close",Negatif
Pai 123,5,2/15/2024 9:36,"Game yang bagus secara story,grafik juga gameplaynya mudah dipahami",Positif
Eddy Si Enu,1,2/21/2024 1:42,abis update terbaru kenapa malah jd sering force close pas masuk animasi battle,Negatif
B1one Ayyub,5,2/21/2024 7:35,Sejauh ini semakin baik dan semakin bagus. Ditunggu lagi ide dan event menariknya.,Positif
Havizd Muhammad Rizaqi,5,2/10/2024 7:39,"Teruntuk developer, entah kenapa gamenya ngecrash mulu tiap mengapply patch, mohon untuk solusinya developer",Positif
FIRNANDO FRIZAL,5,2/10/2024 16:01,Ada bug min kalo main di android audionya pecah pecah jangan sampek gw kasih ni game bintang 1,Positif
I Gede Arei Banyupramesta,5,2/6/2024 11:06,"Mohon diperbaiki bugnya, pas update penacony sering force close",Positif
Arinda Putri,5,2/13/2024 0:02,"Buat yg ngasih rating ⭐1 yg ngeluh bug, fc, dll. Device klean aja yg kentank.",Positif
Channel Global,2,2/22/2024 6:50,"Suka keluar sendiri pass mau war.tolong di tingkatkan lagi,biar engga keluar Mulu.",Negatif
Trenanda Zunia,2,2/11/2024 15:11,Stuck pas di dialog firefly ngaku sebagai pengungsi. Udah gue coba berbagai cara gabisa.. Terpaksa uninstall,Negatif
Narendra Bagoes,5,2/12/2024 12:25,"Untuk penggemar turn base menurut gua mantap banget sihhh, sama bansosnya banyak banget panjang umur game baik",Positif
Medi Tama96,4,2/7/2024 3:13,Tolong diperbaiki masa data unduh aja hmpir sama dengan ukuran pc,Positif
Makeup by Defa,5,2/11/2024 9:02,"Seruu sii, cuman lama lama bosen karna gabisa explore, tapi gapapa",Positif
Fandy xSM,4,2/14/2024 15:37,saya setiap ingin memulai fight terkadang sering forced close mohon di perbaiki,Positif
Ahmad Fahmi Zaidan,5,2/6/2024 12:43,Overall bagus cuma device aja yang kurang support.,Positif
Jaehyun Jung,2,2/21/2024 17:37,"disuruh download terus tiap mau login, udah mana download nya ga kecil(300-800mb) aneh padahal udah ke download semua dan udah 19gb",Negatif
36 RIFQI FIRDAUS C,5,2/12/2024 0:52,"Min fitur hapus voice languagenyabkok gada, soalnya kemaren perasaan ada kok hilang di mobile sedangkan di pc aman. thank you",Positif
DJAROT PRATAMA,5,2/15/2024 23:54,"The best, tapi akhir akhir ini setelah update sering keluar sendiri... mohon solusinya",Positif
YoiMiya,5,3/12/2024 0:31,"Gacha gw lebih wangy disini daripada di genshin jadi gw kasi 5 bintang, tapi tolong tambahin pose pose karakter buat foto 😁",Positif
Ell Rilla azzikra fuaz,3,2/1/2024 12:05,Ya aku kasih bintang 3 dulu ya soalnya pernah udh lama main tapi malah keluar dari account-nya dan harus ngulang dari awal dimana aku kesel sih dan juga karakter aku udh banyak masa harus ngulang lagi sih ;),Netral
Alam Nur Saputra,5,12/26/2023 22:48,"Jujur game ini seru bisa santai sambil makan tapi... yg kurang itu cuman bug jalanan, bangunan hilang sangat mengganggu permainan itu saja :3",Positif
Olle Beban,5,2/29/2024 5:31,"Sejauh ini sangat bagus sekali, dan kalau bisa, kasih misi dan story nya jangan terlalu panjang, karena bikin ngantuk dan bosan... HP cepat panas padahal di setting udh di low semua, beri kami misi yang hadiah nya banyak sehingga kami bisa semangat untuk bermain,, untuk login terkadang suka ada bug di bagian munculnya kereta",Positif
Neos Iqbal,5,2/27/2024 17:12,Gak banyak ngehabisin waktu banget. Masih bisa nabung keseruannya tanpa harus tiap hari main terlalu lama. Grafisnya juga menarik dengan berbagai pilihan karakter untuk dikembangkan. Dan yang pasti storynya yang ngebawa kreatifitas tanpa batas tentang alam semesta.,Positif
Muhammad Nur adnan,3,3/13/2024 10:05,"Aku cukup suka dan alurnya juga bagus tapi terlalu banyak loadingnya setiap satu kali serang musuh selalu loading terus terusan bahkan sudah bertarung sekalipun loading lagi,harusnya langsung aja bertarung tanpa loading karena itu membuang buang waktu aja, juga dari semua hero, ada hero yang gak bisa jalan dan tegak saja seperti mematung aja bahkan di kontrol sekalipun gak berfungsi, aku jadi benci jika begitu caramu menciptakan game ini jika ada bugnya jadi gak seru lagi deh😑😑😑",Netral
Salamatul Laila,4,12/27/2023 22:27,"Udh lama ngga main dari patch si loucha itulah trs update nih si danfeng? Ngga tau knp ngga bisa dibuka keluar Mulu dari apk... Bisa dibantu kah? Ini kalaupun belum selesai download datanya kan biasa ngulang dari awal nah ini ngga bisa dibuka :"") capek bgt",Positif
PARK TATACHIMCHIM,2,3/2/2024 9:18,"Gameplay nya sangat bagus dan memuaskan. Tapi sebagai pemain pc , size tiap update terlalu besar dan launcher banyak masalah. Saat gagal download biasanya harus ulang dari awal dan itu sangat jelek dan masih bnyk masalah lainnya yg sampai sekarang tidak diperbaiki",Negatif
Reyhan Utomo,5,2/2/2024 16:22,"Good game, jujur aja gua suka ni game soal nya bisa main sambil beraktifitas, story nya juga bagus banget kaya kek nonton anime gitu. Game bagus kembangkan",Positif
Dini Amalia,5,1/16/2024 6:53,"Untuk game nya keseluruhan bagus, dari segi tampilan dan alur cerita semua nya bagus dan menarik, seru juga gak bosan buat di mainin, gift nya juga lumayan sukakk pokoknyaa 👏",Positif
nasyyw,5,3/9/2024 2:29,"gamenya bagus, keren banyak bansos tapi kenapa sering force stop?!?",Positif
Wildan Hafidh,4,12/7/2023 10:09,"Suka bgt dari grafis nya, alur cerita yg sedikit ada sarkas nya, optimalisasi nya juga udah bgus ui nya udah bgus bgt, hadiah event juga berlimpah bgt, cuma minus nya nyari material aja sih yg menguras bnyk waktu sama nyari credit, apalagi lv 70an keatas cape bgt, kalau bisa hadiah material nya banyakin dikit, atau gak harga upgrade nya di kurangi",Positif
Khalishah Najla Rizkia,5,11/27/2023 12:50,"Untuk desain char, kualitas nya bagus dan menarik. Untuk story sudah oke, seruu bgtt. Dan satu usulan saya untuk game ini adalah MOHON bansos Stellar Jade nya seperti yang ada di event, itu tolong diperbanyak. Terimakasih hoyo, semoga usulan diterima 🌹‼️",Positif
Tia Tanoe,5,12/21/2023 0:56,"Ini game...BAGUS BGT SUMPAH,ya walau grafik gk sebagus Genshin tapi lumayan lah,memakan memori lebih sedikit daripada Genshin,tapi ngegacha nya lebih enakan ini game si.Tapi developer,kalau bisa,tambahin fitur kayak manjat atau terbang kayak genshin juga😁. Dan kalau bisa juga tambahin Karakter baru kayak anak kecil tapi laki laki,masa perempuan aja terus, developer?😁😄",Positif
Riyu A,2,12/9/2023 2:38,"Yang quest argenti bagian bertarung ngelag bgt. Terus akhir2 ni sering ngefrezee dan black screen. Terus close game sendiri. Padahal updatean banyak bgt... Di update semua ampe bergiga. Tapi makin malah parah... Perasaan main genshin impact aman2 aja... Kok kayak trunbase gini susah pula hanya per kara ulti. Fix kan ya, ganggu bgt soalnya.",Negatif
Ventuy,5,12/12/2023 6:12,"Game nya bagus,story juga bagus dan jos gandos,untuk character semua bagus bagus,dan desain dari character nya sangat mantap,dan dari story juga sangat menyentuh,epic,WE MADE A CHOICE GO FIGHT AGAINST YOUR FATE!dan banyak bansos,dan ini game terbaik untuk mobile coy,worth it banget buat dimainin,dan game nya gak terlalu berat buat dimainin,dan tolong tambahin fitur coop nya,dan saya suka dari game ini adalah,disini bisa minjam character coy,udah sih itu aja review dari gw,dan thanks hoyoverse!",Positif
sefta dim,5,11/28/2023 12:20,"tolonglah di fix, pas udh pencet mulai game malah stuck di tampilan kereta doang, ujung2ny karna koneksi jaringan, padahal jaringan nya fine2 aja buat Internetan dan main game lain, hadeh.",Positif
Bagas sanjaya,5,11/30/2023 3:02,"Untuk grafis dah ok,story bagus , char nya dh bagus , cuma perlu di perbaiki untuk beberapa bug nya , masih ada bug yang belum di fix dan itu cukup mengganggu.",Positif
X- NOOBS,5,12/2/2023 23:25,Sebelomnya main lancar lancar aja tapi tiba tiba jadi sering forclose udah instal ulang sama hapus data tetep ga ngaruh device kuat kuat aja tapi ga tau kenapa ini game ngelunjak FC terus baru main beberapa menit tiba tiba berhenti,Positif
aida khairani,5,11/16/2023 9:39,"Intinya, gampang dpt stelar jade bro, game ramah f2p banget nget, main santai tau2 bisa gacha, g kaya sebelah nguli smpe mati dapetnya segitu doang lol. Desain char cantik2 suka bangett, kaya macem macem, tiap planet yg dijelajahi vibes nya beda beda bikin pengalaman baru. Storynya juga suka semuanya apalagi main story. Selain char nya yg keren, skill nya juga beuh gilaa, tiap char unik gameplaynya. Animasi skill/ulti char mantep bgt efeknya. Animasi story nya juga seperti biasa, bagus bgt pls.",Positif
Gendis Sekar Taji,5,12/19/2023 23:42,"LOVE U HSR, BANYAKIN BANSOS YAH. (^_^;) Tp ini game bagus banget!! Dari story contohnya. Dialognya asiq-asiq bgt! Dan menurutku nih game ini bener-bener membuat playernya nyaman banget sih. Empat jempol buat hsr *dua tangan, dua kaki ikut naik. Terimakasih Dr. Ratio gratisnya :333 gausah ragu-ragu main ini game, karakternya cakep-cakep lg.",Positif
davinci lion,5,11/29/2023 16:42,"Jejak saya kepada diri saya dimasa depan, saya begitu senang dengan adanya game ini, ini mengingatkan saya dengan game saya dulu seperti final fantasy dan doom destiny, sangat mirip karna berbasis turn base, bedanya game ini online yang mana semakin menarik, sekarang akun ini sudah memiliki jing yuan, bronya e2, bailu e1, seele, kafka, danheng IL, houhou, dan welt, baca ini diriku dimasa depan :)",Positif
Novaldo,5,11/18/2023 15:47,Kok saya pas nyoba ganti fps ke 60 grafik gamenya jadi burik terus saya logout dan login lagi pas masuk ke gamenya langsung terasa lag tapi gak parah terus bikin hp cepat panas tolong segera diperbaiki peforma gamenya padahal peformanya lancar-lancar aja sebelumnya,Positif
Khadafi Faridzi,5,12/16/2023 8:40,"Ini game memang beda dari game Hoyo lainnya, saya sangat suka dengan jenis permainannya apalagi story nya yang keren, teks nya kadang kadang bikin ngakak, keren dah ni game, terus ga pelit Stellar Jade emang the best ni game. Anw selamat Honkai Star Rail atas Award yang telah diraih 😁",Positif
Nur Inayah,5,12/18/2023 6:22,"Pake samsung A71 masih oke aja nih game malah sambil main game kakaknya. yang marah marah karena sering layar item atau apalah coba liat device kalian apakah mampu atau ngga? walaupun banyak sisa memori kalau ram kalian ga kuat ya bakal ancur ini game 😂 untuk gacha okelah, yang ini tergantung luck player. udah ngerasain menang/kalah rateoff soalnya",Positif
Muhammad ammar Ayyash,5,1/10/2024 12:27,Game ini sangat bagus dan menyenangkan tapi kalau bisa karakternya di tambah dan juga tambahin Voice karakter ke bahasa Indonesia,Positif
Tommy Dimyati,1,11/15/2023 8:43,"Makin kesini makin ga asik nih game, system gachanya ampas parah serasa maen genshin dulu, boro boro 5star, 4star terbaru aja ga ada yang dapet dari banner luka, maen dah lama, tapi charnya udah ketinggalan jauh. Sekarang udah 2minggu sekali maen, sekalinya update, update tambah ribet bahkan bisa ngefrezze hp ke restart sendiri, padahal mah genshin/HI3 aja 45fps bisa stabil.",Negatif
H3705 CIVWVHOW / מוחמד סולה / Μοχάμεντ Σολέχ,5,11/20/2023 15:23,"Mengingatkan dengan permainan Persona dalam PS 1,2,3,4 dan 5. Santai dan menyenangkan. Kalau bisa ada moment keroyokan dan tidak hanya serangan/tindakan susulan. Rasanya kupang lengkap. Kalau bisa ada juga hidden element dan kalau non element sih sudah ada.",Positif
Mohd Tri Wardani,3,11/18/2023 4:18,"Tolong fix update 1.5 sering kali patah-patah/stutter, khususnya di map baru. Sebelumnya dari 1.0-1.4 aman dan lancar di device Poco x3 NFC",Netral
