userName,score,at,content
AhoyRil28,5,2024-03-02 12:55:42,"Gamenya Ga Ngantuk, Ga Kikir, Dialog Ga Panjang Kek Game Sebelah. Yang Paling Penting Ada Gepard Dan Silver Wolf Yahahahahahahahahah"
Yui_2003av Yuiav,5,2024-02-05 22:58:57,Game ini sangat enak untuk dimainkan dan menghilangkan stress atau bosan dan memiliki grafik yang begitu bagus
BigbossAdi Adi,1,2024-01-22 16:48:24,"Game pay to win, lama kelamaan eventnya terlalu susah untuk sebagian player. Walaupun banyak hadiah, tidak menjamin bisa menyelesaikan stage secara cepat, game ini tidak memerlukan skill seperti genshin impact namun lebih ke memerlukan uang agar anda bisa membuild karakter dengan damage yang fantastis, karakter B5 E0 di game ini hanyalah pajangan, lama kelamaan game ini juga membosankan, terimakasih bansos dan pengalaman bermain yang diberikan, waktunya hapus dan menunggu zenless zone zero"
Vito,1,2024-03-07 09:19:59,"Size game terlalu besar buat game tipe turn based, buat yg mau tau sizenya brp, full size gamenya 19 gb buat sekarang ini, dan pastinya bakal bertambah terus kedepannya"
xie,4,2024-01-30 15:26:22,"bagus pengen kasih bintang 5 tapi aku kesel sama ni game itu musuh yang kumbang susah banget mana distrory lagi kalo cuma bos buat material mah gapapa, tolong dinerf lah itu kumbang aku ngestuck disitu"
Mi Lort,5,2024-02-06 02:34:35,"Trailblaze Power cuma 180, sedangkan untuk nyari relic 40, boss material 30, belum lagi dapetnya random stats. Costnya terlalu tinggi untuk sebuah relic...."
Mitsuba- San!,4,2023-12-21 13:05:21,"Emm sebenarnya game nya bagus , storynya , karakter nya bagus semua ,cuma pas saya main sering bug tempatnya dan karakternya,jadi saya kasih bintang 4 dulu ,dan tolong perbaiki bugnya yaa🙏🙏"
Yulia Minervastia,5,2024-01-24 09:57:55,"Kalau cutscene berat di HP, tp masih bisa dinikmati lah kalau daily. Buat yg udh kerja ini game yg cukup santai karena bisa jalan auto"
Anissa Shafarillah,3,2023-12-28 02:27:05,"Semenjak update patch terbaru ini, jaringannya jadi nggak stabil. Sering hilang koneksi padahal sinyal wifi di rumah saya lagi lancar."
Ihsan Aminulloh,5,2024-03-11 19:33:35,"Game nya bagus,lebih banyak hadiah dan ringan/lancar ketimbang genshin impact"
Hu Tao,5,2023-12-27 05:34:15,"Gamenya seru dan menyenangkan banget, segi cerita dan action nya dapat bange. Keren lah pokoknya. Dan berharap saya bisa memainkan game ini di hp yang baru yang lebih suport lagi agar bisa menikmati game ini. Karena di hp saya ini masih belum support dan masih ngeleg ngeleg, yah semoga aja bisa kesampaian Aamiin. ( Akhirnya saya sudah ganti Handphone, dan juga akhirnya saya bisa memainkan game ini lagi, Alhamdulillah. )"
abid putra,5,2024-01-03 08:57:01,"mohon untuk pihak developer yang terhormat, mengapa saat saya memainkan game ini dan memulai pertarungan di pertengahan ni game nge crash sendiri? padahal waktu saya main genshin aman aja tu, semoga segera di perbaiki karena crush secara tiba tiba ini menganggu gameplay dan kenyamanan bermain player"
Rafi San,5,2024-02-03 12:38:37,Sempurna hanya saja saat ada cutscene masih lag di hp saya dan itu cukup mengganggu terutama di cutscene memorable menururt saya...mohon untuk jaringan diperlancar🙏🏻
Diomira Claretta,5,2024-01-16 06:00:48,Salah satu game favorit akuu yang punya grafik dan karakter-karakter yang cantik dan ga ngebosenin. Udah jumpa teman-teman baru juga disini pokoknya senang mainnya
Zhanmiex,5,2023-12-07 14:13:35,"Saya berawal main game ini hanya karena ini sequel dari HI3, tapi semakin saya tekuni game ini saya makin tertarik. Apalagi saya merasakan nostalgia bertemu karakter-karakter lama dari HI3 dan tentu saja dengan design baru. Game ini juga membuat genre turn base RPG jadi lebih asik dimainkan. Mantap dah Hoyoverse 👏💯"
R Kensa,2,2024-02-06 04:38:18,Setelah update patch 2.0 kok map penacony jadi frezee putih semua wajah character menjadi blur tolong segera diatasi
Wesley Gaming,1,2024-02-10 09:20:59,"Langsung gw hapus , gatau kenapa Udh daftar pas mau login error jaringan mlu Padahal gw main game lain kayak PGR/NIKKE ITU LANCARRRRR"
Mika Arly,3,2024-02-08 18:15:39,"Game menarik dan menyenangkan, namun setelah update terbaru sering terjadi force close pada device saya (s23 fe)"
7G_JavierZufar Byakta,5,2024-02-17 07:46:10,"Gamenya bagus grafik juga bagus,tapi lodingnya lama sama biasanya keluar sendiri😭"
Chuuunibyo xXx,2,2024-02-08 12:07:07,Masih banyak bug di map penacony sampai harus re log setiap beberapa menit
Nihat,3,2024-02-09 02:54:06,Terjadi Bug saat mengerjakan misi dr Edwards Yaitu layar Ngefrezee padahal jika mengerjakan misi lain Lancar lancar saja
Khefin Firmansah,5,2024-02-09 04:26:01,"Seruuu parah pokonya,bansos nya nggak pelit,Dan kemarin dapet B5 Gratis lagi behhh!! Event2 banyak bange,Story 10/10 sih pokonya keren"
Riski Adha Nursalim,5,2024-02-09 07:00:40,Masalah dari dulu belum diperbaiki masih ngeframe saat di cutscenenya
Fakhri Zakariya,2,2024-02-06 04:24:47,Kok setelah di update jadi selalu forse close padahal sebelum di update lancar lancar aja
Hamdur,5,2024-02-07 11:20:03,"Gamenya bagus, tapi kenapa sekarang tiba-tiba pas mau masuk kedalam battle suka force close ya?"
Muhammad Alvin,5,2024-02-12 11:31:45,Seru banget.Tapi pls kalau update lagi download datanya di dalam gamenya aja masalahnya wifiku spek kukang 🫠
Firdaus Nur Rahmat,5,2024-02-06 04:31:15,"Sering fps drop sih di bagian cutscene, mungkin device ku yang mepet kali yak wkwkwkwk"
Muhammad fadel adilla,4,2024-02-06 11:35:17,"Gagal dapet kafka jadi bintang 🌟 4, buat yang bilang suka fc dan lag, itu karena hp lu ga kuat, jadi ngaca lah ya"
andhika,1,2024-02-08 07:02:23,"Apaan cobak baru login setelah pensi ehh pas gacha 10× pake tiket, stella ama sisa tiket ku ilang yg awalnya stella ku ada 1000 lebih jadi ratusan dan tiket ku yg ada 12 malah hikang semua jadi 0"
Santi Rahmawati,2,2024-02-20 00:49:30,"Bintang dua dulu aja, aku ngak tahu ini aku baru pertama kali main atau loadingnya lama banget ya?? Dari semalem loh, Nanti kalo dah bisa main aku naikin lagi rantingnya, makasih"
Skillyan Cancer,1,2024-02-11 17:35:45,"Tolong diperbaiki, setelah update sering mengalami force close"
Pai 123,5,2024-02-15 09:36:37,"Game yang bagus secara story,grafik juga gameplaynya mudah dipahami"
Eddy Si Enu,1,2024-02-21 01:42:29,abis update terbaru kenapa malah jd sering force close pas masuk animasi battle
B1one Ayyub,5,2024-02-21 07:35:38,Sejauh ini semakin baik dan semakin bagus. Ditunggu lagi ide dan event menariknya.
Havizd Muhammad Rizaqi,5,2024-02-10 07:39:12,"Teruntuk developer, entah kenapa gamenya ngecrash mulu tiap mengapply patch, mohon untuk solusinya developer"
FIRNANDO FRIZAL,5,2024-02-10 16:01:17,Ada bug min kalo main di android audionya pecah pecah jangan sampek gw kasih ni game bintang 1
I Gede Arei Banyupramesta,5,2024-02-06 11:06:50,"Mohon diperbaiki bugnya, pas update penacony sering force close"
Arinda Putri,5,2024-02-13 00:02:13,"Buat yg ngasih rating ⭐1 yg ngeluh bug, fc, dll. Device klean aja yg kentank."
Channel Global,2,2024-02-22 06:50:14,"Suka keluar sendiri pass mau war.tolong di tingkatkan lagi,biar engga keluar Mulu."
Trenanda Zunia,2,2024-02-11 15:11:17,Stuck pas di dialog firefly ngaku sebagai pengungsi. Udah gue coba berbagai cara gabisa.. Terpaksa uninstall
Narendra Bagoes,5,2024-02-12 12:25:04,"Untuk penggemar turn base menurut gua mantap banget sihhh, sama bansosnya banyak banget panjang umur game baik"
Medi Tama96,4,2024-02-07 03:13:39,Tolong diperbaiki masa data unduh aja hmpir sama dengan ukuran pc
Makeup by Defa,5,2024-02-11 09:02:35,"Seruu sii, cuman lama lama bosen karna gabisa explore, tapi gapapa"
Fandy xSM,4,2024-02-14 15:37:28,saya setiap ingin memulai fight terkadang sering forced close mohon di perbaiki
Ahmad Fahmi Zaidan,5,2024-02-06 12:43:12,Overall bagus cuma device aja yang kurang support.
Jaehyun Jung,2,2024-02-21 17:37:49,"disuruh download terus tiap mau login, udah mana download nya ga kecil(300-800mb) aneh padahal udah ke download semua dan udah 19gb"
36 RIFQI FIRDAUS C,5,2024-02-12 00:52:14,"Min fitur hapus voice languagenyabkok gada, soalnya kemaren perasaan ada kok hilang di mobile sedangkan di pc aman. thank you"
DJAROT PRATAMA,5,2024-02-15 23:54:55,"The best, tapi akhir akhir ini setelah update sering keluar sendiri... mohon solusinya"
YoiMiya,5,2024-03-12 00:31:18,"Gacha gw lebih wangy disini daripada di genshin jadi gw kasi 5 bintang, tapi tolong tambahin pose pose karakter buat foto 😁"
Ell Rilla azzikra fuaz,3,2024-02-01 12:05:34,Ya aku kasih bintang 3 dulu ya soalnya pernah udh lama main tapi malah keluar dari account-nya dan harus ngulang dari awal dimana aku kesel sih dan juga karakter aku udh banyak masa harus ngulang lagi sih ;)
Alam Nur Saputra,5,2023-12-26 22:48:27,"Jujur game ini seru bisa santai sambil makan tapi... yg kurang itu cuman bug jalanan, bangunan hilang sangat mengganggu permainan itu saja :3"
Olle Beban,5,2024-02-29 05:31:28,"Sejauh ini sangat bagus sekali, dan kalau bisa, kasih misi dan story nya jangan terlalu panjang, karena bikin ngantuk dan bosan... HP cepat panas padahal di setting udh di low semua, beri kami misi yang hadiah nya banyak sehingga kami bisa semangat untuk bermain,, untuk login terkadang suka ada bug di bagian munculnya kereta"
Neos Iqbal,5,2024-02-27 17:12:40,Gak banyak ngehabisin waktu banget. Masih bisa nabung keseruannya tanpa harus tiap hari main terlalu lama. Grafisnya juga menarik dengan berbagai pilihan karakter untuk dikembangkan. Dan yang pasti storynya yang ngebawa kreatifitas tanpa batas tentang alam semesta.
Muhammad Nur adnan,3,2024-03-13 10:05:19,"Aku cukup suka dan alurnya juga bagus tapi terlalu banyak loadingnya setiap satu kali serang musuh selalu loading terus terusan bahkan sudah bertarung sekalipun loading lagi,harusnya langsung aja bertarung tanpa loading karena itu membuang buang waktu aja, juga dari semua hero, ada hero yang gak bisa jalan dan tegak saja seperti mematung aja bahkan di kontrol sekalipun gak berfungsi, aku jadi benci jika begitu caramu menciptakan game ini jika ada bugnya jadi gak seru lagi deh😑😑😑"
Salamatul Laila,4,2023-12-27 22:27:48,"Udh lama ngga main dari patch si loucha itulah trs update nih si danfeng? Ngga tau knp ngga bisa dibuka keluar Mulu dari apk... Bisa dibantu kah? Ini kalaupun belum selesai download datanya kan biasa ngulang dari awal nah ini ngga bisa dibuka :"") capek bgt"
PARK TATACHIMCHIM,2,2024-03-02 09:18:14,"Gameplay nya sangat bagus dan memuaskan. Tapi sebagai pemain pc , size tiap update terlalu besar dan launcher banyak masalah. Saat gagal download biasanya harus ulang dari awal dan itu sangat jelek dan masih bnyk masalah lainnya yg sampai sekarang tidak diperbaiki"
Reyhan Utomo,5,2024-02-02 16:22:25,"Good game, jujur aja gua suka ni game soal nya bisa main sambil beraktifitas, story nya juga bagus banget kaya kek nonton anime gitu. Game bagus kembangkan"
Dini Amalia,5,2024-01-16 06:53:13,"Untuk game nya keseluruhan bagus, dari segi tampilan dan alur cerita semua nya bagus dan menarik, seru juga gak bosan buat di mainin, gift nya juga lumayan sukakk pokoknyaa 👏"
nasyyw,5,2024-03-09 02:29:01,"gamenya bagus, keren banyak bansos tapi kenapa sering force stop?!?"
Wildan Hafidh,4,2023-12-07 10:09:42,"Suka bgt dari grafis nya, alur cerita yg sedikit ada sarkas nya, optimalisasi nya juga udah bgus ui nya udah bgus bgt, hadiah event juga berlimpah bgt, cuma minus nya nyari material aja sih yg menguras bnyk waktu sama nyari credit, apalagi lv 70an keatas cape bgt, kalau bisa hadiah material nya banyakin dikit, atau gak harga upgrade nya di kurangi"
Khalishah Najla Rizkia,5,2023-11-27 12:50:53,"Untuk desain char, kualitas nya bagus dan menarik. Untuk story sudah oke, seruu bgtt. Dan satu usulan saya untuk game ini adalah MOHON bansos Stellar Jade nya seperti yang ada di event, itu tolong diperbanyak. Terimakasih hoyo, semoga usulan diterima 🌹‼️"
Tia Tanoe,5,2023-12-21 00:56:59,"Ini game...BAGUS BGT SUMPAH,ya walau grafik gk sebagus Genshin tapi lumayan lah,memakan memori lebih sedikit daripada Genshin,tapi ngegacha nya lebih enakan ini game si.Tapi developer,kalau bisa,tambahin fitur kayak manjat atau terbang kayak genshin juga😁. Dan kalau bisa juga tambahin Karakter baru kayak anak kecil tapi laki laki,masa perempuan aja terus, developer?😁😄"
Riyu A,2,2023-12-09 02:38:10,"Yang quest argenti bagian bertarung ngelag bgt. Terus akhir2 ni sering ngefrezee dan black screen. Terus close game sendiri. Padahal updatean banyak bgt... Di update semua ampe bergiga. Tapi makin malah parah... Perasaan main genshin impact aman2 aja... Kok kayak trunbase gini susah pula hanya per kara ulti. Fix kan ya, ganggu bgt soalnya."
Ventuy,5,2023-12-12 06:12:01,"Game nya bagus,story juga bagus dan jos gandos,untuk character semua bagus bagus,dan desain dari character nya sangat mantap,dan dari story juga sangat menyentuh,epic,WE MADE A CHOICE GO FIGHT AGAINST YOUR FATE!dan banyak bansos,dan ini game terbaik untuk mobile coy,worth it banget buat dimainin,dan game nya gak terlalu berat buat dimainin,dan tolong tambahin fitur coop nya,dan saya suka dari game ini adalah,disini bisa minjam character coy,udah sih itu aja review dari gw,dan thanks hoyoverse!"
sefta dim,5,2023-11-28 12:20:20,"tolonglah di fix, pas udh pencet mulai game malah stuck di tampilan kereta doang, ujung2ny karna koneksi jaringan, padahal jaringan nya fine2 aja buat Internetan dan main game lain, hadeh."
Bagas sanjaya,5,2023-11-30 03:02:55,"Untuk grafis dah ok,story bagus , char nya dh bagus , cuma perlu di perbaiki untuk beberapa bug nya , masih ada bug yang belum di fix dan itu cukup mengganggu."
X- NOOBS,5,2023-12-02 23:25:32,Sebelomnya main lancar lancar aja tapi tiba tiba jadi sering forclose udah instal ulang sama hapus data tetep ga ngaruh device kuat kuat aja tapi ga tau kenapa ini game ngelunjak FC terus baru main beberapa menit tiba tiba berhenti
aida khairani,5,2023-11-16 09:39:04,"Intinya, gampang dpt stelar jade bro, game ramah f2p banget nget, main santai tau2 bisa gacha, g kaya sebelah nguli smpe mati dapetnya segitu doang lol. Desain char cantik2 suka bangett, kaya macem macem, tiap planet yg dijelajahi vibes nya beda beda bikin pengalaman baru. Storynya juga suka semuanya apalagi main story. Selain char nya yg keren, skill nya juga beuh gilaa, tiap char unik gameplaynya. Animasi skill/ulti char mantep bgt efeknya. Animasi story nya juga seperti biasa, bagus bgt pls."
Gendis Sekar Taji,5,2023-12-19 23:42:25,"LOVE U HSR, BANYAKIN BANSOS YAH. (^_^;) Tp ini game bagus banget!! Dari story contohnya. Dialognya asiq-asiq bgt! Dan menurutku nih game ini bener-bener membuat playernya nyaman banget sih. Empat jempol buat hsr *dua tangan, dua kaki ikut naik. Terimakasih Dr. Ratio gratisnya :333 gausah ragu-ragu main ini game, karakternya cakep-cakep lg."
davinci lion,5,2023-11-29 16:42:49,"Jejak saya kepada diri saya dimasa depan, saya begitu senang dengan adanya game ini, ini mengingatkan saya dengan game saya dulu seperti final fantasy dan doom destiny, sangat mirip karna berbasis turn base, bedanya game ini online yang mana semakin menarik, sekarang akun ini sudah memiliki jing yuan, bronya e2, bailu e1, seele, kafka, danheng IL, houhou, dan welt, baca ini diriku dimasa depan :)"
Novaldo,5,2023-11-18 15:47:19,Kok saya pas nyoba ganti fps ke 60 grafik gamenya jadi burik terus saya logout dan login lagi pas masuk ke gamenya langsung terasa lag tapi gak parah terus bikin hp cepat panas tolong segera diperbaiki peforma gamenya padahal peformanya lancar-lancar aja sebelumnya
Khadafi Faridzi,5,2023-12-16 08:40:53,"Ini game memang beda dari game Hoyo lainnya, saya sangat suka dengan jenis permainannya apalagi story nya yang keren, teks nya kadang kadang bikin ngakak, keren dah ni game, terus ga pelit Stellar Jade emang the best ni game. Anw selamat Honkai Star Rail atas Award yang telah diraih 😁"
Nur Inayah,5,2023-12-18 06:22:45,"Pake samsung A71 masih oke aja nih game malah sambil main game kakaknya. yang marah marah karena sering layar item atau apalah coba liat device kalian apakah mampu atau ngga? walaupun banyak sisa memori kalau ram kalian ga kuat ya bakal ancur ini game 😂 untuk gacha okelah, yang ini tergantung luck player. udah ngerasain menang/kalah rateoff soalnya"
Muhammad ammar Ayyash,5,2024-01-10 12:27:36,Game ini sangat bagus dan menyenangkan tapi kalau bisa karakternya di tambah dan juga tambahin Voice karakter ke bahasa Indonesia
Tommy Dimyati,1,2023-11-15 08:43:05,"Makin kesini makin ga asik nih game, system gachanya ampas parah serasa maen genshin dulu, boro boro 5star, 4star terbaru aja ga ada yang dapet dari banner luka, maen dah lama, tapi charnya udah ketinggalan jauh. Sekarang udah 2minggu sekali maen, sekalinya update, update tambah ribet bahkan bisa ngefrezze hp ke restart sendiri, padahal mah genshin/HI3 aja 45fps bisa stabil."
H3705 CIVWVHOW / מוחמד סולה / Μοχάμεντ Σολέχ,5,2023-11-20 15:23:25,"Mengingatkan dengan permainan Persona dalam PS 1,2,3,4 dan 5. Santai dan menyenangkan. Kalau bisa ada moment keroyokan dan tidak hanya serangan/tindakan susulan. Rasanya kupang lengkap. Kalau bisa ada juga hidden element dan kalau non element sih sudah ada."
Mohd Tri Wardani,3,2023-11-18 04:18:15,"Tolong fix update 1.5 sering kali patah-patah/stutter, khususnya di map baru. Sebelumnya dari 1.0-1.4 aman dan lancar di device Poco x3 NFC"
